Parent Folder,Subfolder,Filename,Content
raw,CHL_Q3_sample,id_3009191.txt,"Menos mal qué hay diputados y diputadas que están mencionando las atrocidades que están comentiendo los pacos y los milicos contra la población, la violacion a los DD.HH. LE ESTÁN DICIENDO TODAS LAS WEAS EN LA CARA AL CHADWICK DE MIERDA #ParoNacional #ChileViolatesHumanRights"
raw,CHL_Q3_sample,id_1243076.txt,#ChileDespierto #ChileQuiereCambiosً  no quiero dar ideas pero para la marcha de mañana en la Plaza Italia Sodoma y gomorra deberían todos hacerse CACA 🤣😂🤣😂🤣
raw,CHL_Q3_sample,id_1362537.txt,"Estos weones, quieren limpiar la cagadita que se han mandado por puro que el lunes llegan los de la ONU. Quitar el toque de queda y darse el mérito de la marcha HERMANOOOO NADA LES DA VERGÜENZA 🙄🙄 #EstoNoHaTerminado #NuevaConstitucion #Noestamosenguerra"
raw,CHL_Q3_sample,id_1710619.txt,"Gente estupida! Se vuelve loca comprando en el supermercado, como si no tuviera que comer Justo hoy! Si algo le falta vaya al negocio de barrio y déjese de alimentar a las noticias #EstoPasaEnChile"
raw,CHL_Q3_sample,id_1440555.txt,"Y lo de Isabel Plá, esperando en el ministerio de la mujer que vayan a denunciarle los acosos y violaciones. Que acaso ella no podía llamar al INDH o moverse un poco. Que vergüenza #PiñeraCuliao tus ministros 24/7 fueron siempre un mito. #EstoNoHaTerminado #EstoNoSeAcaba"
raw,CHL_Q3_sample,id_1497080.txt,"#EstoNoHaTerminado CTM A SEGUIR LUCHANDO, QUE ARDAN TODAS LAS LACRAS COMPLICES"
raw,CHL_Q3_sample,id_1345873.txt,@MatinaldeCHV #CONTIGOCHV  -  Llevan políticos (Parásitos sinverguenzas) a la TV les dan un montón de cámara y NO DICEN NADA ! #ChileQuiereCambios
raw,CHL_Q3_sample,id_3171754.txt,"No se por que me acorde de @ChespiritoRGB "" La Derecha Nunca es Buena, Mata el Alma y la Envenena "" #40Horas #PiñeraCuliao #RenunciaPiñera #ChileViolatesHumanRights #fachapobre #ChileNoQuiereMigajas #HoySeSale"
raw,CHL_Q3_sample,id_159945.txt,Falta que se sumen los camioneros y estamos!! Ah no...versad que son un gremio CONCHESUMARE 🚚🚛 #ChileDesperto #EstadoDeEmergencia
raw,CHL_Q3_sample,id_2773510.txt,Ocupen su caga de guanaco pa apagar los incendios pacos qls ! #EvasionMasivaTodoElDia
raw,CHL_Q3_sample,id_201711.txt,"La csmm, mañana tengo que volver a stgo y estoy aterrada, toque de queda la CSM😭😭😭😭 #ChileDesperto"
raw,CHL_Q3_sample,id_1511380.txt,"Nos cagaron ... no sé  si estuvo bien la marcha de ayer, se subieron todos a la micro literalmente y creen los csm que ESTAMOS CELEBRANDO y hoy nos sacan toque de queda #ElQueCarreteaEsPaco #EstoNoHaTerminado"
raw,CHL_Q3_sample,id_649328.txt,"@DMatamala Solo unas pocas aspirinas con cargo al FISCO... el Modelo no se toca, el bolsillo de sus amigos menos, cambios reales 0... Son sordos y ciegos pero se olvidan que #ChileDesperto"
raw,CHL_Q3_sample,id_1442349.txt,"Me estay webiando??? En un matrimonio, Cachagua?!!!, La csm la csm la csm!!!!!!! Podría confirmar alguien esto, pero real si, una fotito que se yo  #EstoNoHaTerminado"
raw,CHL_Q3_sample,id_2464255.txt,"#RenunciaPiñera una mierda su agenda! No resuelve el Tag, bencina, el aumento del sueldo mínimo no indica si es líquido, el aumento a las pensiones un chiste! #EstoPasaEnChileً  #RenunciaPiñera"
raw,CHL_Q3_sample,id_293933.txt,QUEMEN EL CONGRESO #VALPARAISO #ChileDesperto
raw,CHL_Q3_sample,id_586152.txt,@leinaescobar @Guillee7_76 @NTN24ve Qe manera de escribir tonterias amiga... esto no es socialismo solo es la derecha corrupta estupida informate un poquito antes de tanta tonteria. #renunciapineira #EstoPasaEnChileً  #PiñeraDictador  #ChileDesperto  #FuerzaChile  #ChileProtesta  #QueSeVayanLosMilicos
raw,CHL_Q3_sample,id_742745.txt,Lo que hoy se está viendo en el centro de Santiago es historia pura loco!!! #ChileDesperto #RenunciaPiñera y los nefastos del gobierno cagandose enteros..
raw,CHL_Q3_sample,id_798515.txt,"@erikaoliverad Mijita linda, busque una psicopedagoga para que le explique qué está marcha no era la final de un espectáculo de RV ni de fútbol, era para gritar basta de abusos y políticos mediocres como tú #ChileDespertoً  #RenunciaPiñera #renuncia Chadwick"
raw,CHL_Q3_sample,id_2703784.txt,Afuera los weones del gobierno¡¡¡ esto es lo que no entender nada¡¡¡¡  #EvasionMasivaTodoElDia
raw,CHL_Q3_sample,id_2058889.txt,Que renuncie el gobierno ladrón y asesino. #pinerarenuncia #ChadwickAsesino #DespiertaChile #EstoPasaEnChile
raw,CHL_Q3_sample,id_2784543.txt,qué sentirá la gente hueona que votó por el evasor máximo aka piñera pensando que se salvaban de ser chilezuela #EvasionMasivaTodoElDia #Cacerolazo #EvadirEsLuchar #ChileDespierta
raw,CHL_Q3_sample,id_2670518.txt,"#EvasionMasivaTodoElDia Los que llaman a esto son los mismos que llaman a los desordenes del Instituto Nacional. Y los estudiantes son tan estupidos que lo hacen.  Si quieren protestar sean inteligentes, no destructivos.  Ahora estan siendo solo tontos utiles."
raw,CHL_Q3_sample,id_2003435.txt,"Y dale con llamar a los partidos políticos. Esos wnes estan completamente desconectados de la realidad, hace años que dejaron de representar la voz de la gente. Desde la extrema izquierda a la extrema derecha puros zánganos!! #EstoPasaEnChile #QueSeVayanTodos"
raw,CHL_Q3_sample,id_24439.txt,"El wea de Chadwick ayer dijo que la gente esta en contra de las manifestaciones, ahora la gente sale a protestar con cacerolazos y bocinazos... ahora opina chancho qliao #ChileDesperto"
raw,CHL_Q3_sample,id_57091.txt,"Puta apaño caleta todo lo que dice Ossandon, pero se ve muy oportunista la situación, pero mejor creer que la gente se está dando cuenta y cambiando sus puntos de vista #ChileDesperto"
raw,CHL_Q3_sample,id_1056170.txt,Hablan pura basura en los canales de Tv chilena. Me dan vergüenza. Dejen de invitar a políticos y muestren la realidad del país. Mentirosos #ChileNoSeRinde #LoQueLaTeleNoMuestra
raw,CHL_Q3_sample,id_554451.txt,Metanse los helicópteros 🚁 por la raja... #puertomontt #ChileProtestas  #pinerarenuncua #ChileDesperto
raw,CHL_Q3_sample,id_2759044.txt,"Hoy día tenia clases en Valpo, producto de todo lo que paso llegue tarde, pero saben que.... NO me importa por que estos cabros están haciendo algo #EvasionMasivaTodoElDia #EvadirEsLuchar"
raw,CHL_Q3_sample,id_2153309.txt,"Me encantaría ver que para la próxima parada militar toda la gente que este en O'higgins les grite con todas sus fuerzas  ""ASESINOS"" ,""TRAIDORES"",""VENDE PATRIA"", porque todas sus acciones de hoy, no se nos pueden olvidar mañana. #PiñeraDictador #EstoPasaEnChile #RenunciaPiñera"
raw,CHL_Q3_sample,id_179188.txt,"No bajen los brazos por la suspensión del alza, este descontento va mucho más allá. Es nacional y legítimo, no podemos dejar la lucha #ChileDesperto #RenunciaPiñeraCuliao"
raw,CHL_Q3_sample,id_277344.txt,"Y así es como hemos perdido nuestra libertad, como hemos sido encerrados cual ganado en sus corrales, como regresamos 40 años en el tiempo, hoy es un día negro para recordar y vivir...#ChileDesperto #EstadoEmergencia #19Oct #DespiertaChile #Chile #RenunciaPiñeraCuliao"
raw,CHL_Q3_sample,id_564108.txt,@24HorasTVN Lo mataron los milicos ctm pongan el video entero #PrensaVendida #PrensaBurguesa #PrensaCómplice #PrensaBasura  #pineiradictador #pinerarenuncia #chile #ChileQuierePaz #ChileDesperto
raw,CHL_Q3_sample,id_144261.txt,#ChileDesperto ahora que los corruptos del parlamento que bajen sus sueldo basta de previejios a estos cara de raja el pueblo a la calle Chile no se rinde
raw,CHL_Q3_sample,id_2198692.txt,Repudio general a toda la clase política de este país por haber demostrado que son unos incompetentes. Ya son 5 días que nos tienen cagados de miedo y sin una sola propuesta para solucionar el problema #RenuncienTodos #EstoPasaEnChile #FueraPiñera
raw,CHL_Q3_sample,id_2832069.txt,Delicuentes inveciles son  #EvasionMasivaTodoElDia
raw,CHL_Q3_sample,id_1065519.txt,La misma mierda con otro olor.... 💩🤦🏻‍♂️  #CambioDeGabinete #ChileNoSeRinde
raw,CHL_Q3_sample,id_3107664.txt,"Casi nadie lo sabe, pero me gusta mucho el kpop. En base a eso diré que lo que hizo hoy la comunidad kpop en tribunales, acá en Concepción, me parece una RIDICULEZ. Tenemos suficientes payasos en el congreso, no necesitamos más #ChileViolatesHumanRights"
raw,CHL_Q3_sample,id_178487.txt,"#Piñera @GobiernodeChile tienen miedo de comenzar una semana y que siga este ambiente,miedo cuanto $$$ pierden empresas por estar cerradas,miedo que el mundo los conozcan como realmente son: abusadores, ladrones, evasores y saqueadores #Chile #ChileEnMarcha #ChileDespertó"
